timestamp,device,stage_pre_ms,inference_ms,stage_post_ms,total_ms,fps,num_detections
2025-11-07 02:47:58,Mobile,39.01,146.28,0.00,185.28,5.40,2
2025-11-07 02:47:58,Laptop,49.86,139.61,0.30,189.77,5.27,0
2025-11-07 02:47:58,Laptop,7.48,20.96,0.28,28.72,34.82,0
2025-11-07 02:47:58,Laptop,10.61,29.72,0.28,40.61,24.63,0
2025-11-07 02:47:58,Laptop,7.50,21.00,0.15,28.65,34.90,0
2025-11-07 02:47:58,Laptop,9.53,26.68,0.00,36.21,27.62,0
2025-11-07 02:47:58,Laptop,6.17,17.27,0.00,23.43,42.67,0
2025-11-07 02:47:58,Laptop,11.47,32.11,0.20,43.78,22.84,0
2025-11-07 02:47:58,Laptop,13.66,38.24,0.00,51.89,19.27,0
2025-11-07 02:47:59,Mobile,29.25,109.68,0.00,138.93,7.20,0
2025-11-07 02:47:59,Laptop,31.50,88.21,0.59,120.30,8.31,0
2025-11-07 02:47:59,Laptop,4.97,13.93,0.76,19.67,50.84,0
2025-11-07 02:47:59,Laptop,13.24,37.06,0.56,50.86,19.66,0
2025-11-07 02:47:59,Laptop,19.13,53.58,0.00,72.71,13.75,0
2025-11-07 02:47:59,Laptop,16.21,45.38,0.77,62.35,16.04,0
2025-11-07 02:47:59,Mobile,25.61,96.03,0.00,121.64,8.22,0
2025-11-07 02:47:59,Laptop,38.44,107.65,0.62,146.71,6.82,0
2025-11-07 02:47:59,Laptop,6.67,18.67,0.72,26.06,38.37,0
2025-11-07 02:47:59,Laptop,13.52,37.84,0.36,51.71,19.34,0
2025-11-07 02:47:59,Laptop,11.27,31.56,0.32,43.16,23.17,0
2025-11-07 02:47:59,Laptop,10.79,30.20,0.27,41.26,24.23,0
2025-11-07 02:47:59,Laptop,12.39,34.68,0.22,47.28,21.15,0
2025-11-07 02:47:59,Mobile,21.59,80.95,0.00,102.53,9.75,0
2025-11-07 02:48:00,Laptop,37.03,103.68,0.45,141.16,7.08,0
2025-11-07 02:48:00,Laptop,8.27,23.15,0.30,31.72,31.52,0
2025-11-07 02:48:00,Laptop,10.63,29.78,0.27,40.69,24.58,0
2025-11-07 02:48:00,Laptop,9.51,26.62,0.77,36.90,27.10,0
2025-11-07 02:48:00,Laptop,14.27,39.96,0.00,54.23,18.44,0
2025-11-07 02:48:00,Laptop,14.81,41.47,0.40,56.68,17.64,0
2025-11-07 02:48:00,Mobile,26.48,99.29,0.04,125.81,7.95,0
2025-11-07 02:48:00,Laptop,30.87,86.42,0.44,117.73,8.49,0
2025-11-07 02:48:00,Laptop,12.31,34.46,0.86,47.63,21.00,0
2025-11-07 02:48:00,Laptop,7.32,20.50,0.80,28.61,34.95,0
2025-11-07 02:48:00,Laptop,9.48,26.53,0.62,36.63,27.30,0
2025-11-07 02:48:00,Laptop,7.87,22.04,0.14,30.06,33.27,0
2025-11-07 02:48:00,Laptop,14.05,39.34,0.00,53.39,18.73,0
2025-11-07 02:48:01,Mobile,32.69,122.59,0.00,155.29,6.44,0
2025-11-07 02:48:01,Laptop,45.03,126.07,0.00,171.10,5.84,0
2025-11-07 02:48:01,Laptop,7.33,20.52,0.05,27.90,35.85,0
2025-11-07 02:48:01,Laptop,10.32,28.89,0.08,39.29,25.45,0
2025-11-07 02:48:01,Laptop,8.55,23.93,0.00,32.48,30.79,0
2025-11-07 02:48:01,Laptop,6.22,17.41,0.44,24.06,41.56,0
2025-11-07 02:48:01,Laptop,8.53,23.90,0.46,32.89,30.41,0
2025-11-07 02:48:01,Laptop,14.70,41.15,0.24,56.09,17.83,0
2025-11-07 02:48:01,Laptop,7.64,21.40,0.32,29.36,34.06,0
2025-11-07 02:48:01,Laptop,6.78,19.00,0.39,26.17,38.21,0
2025-11-07 02:48:01,Mobile,33.12,124.22,0.00,157.34,6.36,0
2025-11-07 02:48:01,Laptop,46.55,130.35,0.43,177.33,5.64,0
2025-11-07 02:48:01,Laptop,10.29,28.81,1.27,40.38,24.77,0
2025-11-07 02:48:01,Laptop,10.01,28.02,0.00,38.03,26.29,0
2025-11-07 02:48:01,Laptop,11.59,32.44,0.37,44.40,22.52,0
2025-11-07 02:48:02,Laptop,8.51,23.84,0.84,33.19,30.13,0
2025-11-07 02:48:02,Mobile,30.72,115.19,0.00,145.91,6.85,0
2025-11-07 02:48:02,Laptop,47.60,133.27,0.80,181.67,5.50,0
2025-11-07 02:48:02,Laptop,8.60,24.07,0.47,33.14,30.18,0
2025-11-07 02:48:02,Laptop,10.22,28.62,0.00,38.85,25.74,0
2025-11-07 02:48:02,Laptop,14.36,40.21,0.00,54.57,18.33,0
2025-11-07 02:48:02,Laptop,10.09,28.26,0.23,38.58,25.92,0
2025-11-07 02:48:02,Laptop,10.46,29.30,0.53,40.29,24.82,0
2025-11-07 02:48:02,Laptop,9.58,26.84,0.22,36.64,27.29,0
2025-11-07 02:48:02,Mobile,21.86,81.98,0.00,103.84,9.63,1
2025-11-07 02:48:02,Laptop,40.23,112.65,0.80,153.68,6.51,0
2025-11-07 02:48:02,Laptop,8.26,23.14,0.39,31.79,31.46,0
2025-11-07 02:48:02,Laptop,10.06,28.17,0.41,38.64,25.88,0
2025-11-07 02:48:02,Laptop,14.88,41.67,0.00,56.56,17.68,0
2025-11-07 02:48:03,Laptop,9.74,27.26,0.00,36.99,27.03,0
2025-11-07 02:48:03,Laptop,8.68,24.32,0.30,33.30,30.03,0
2025-11-07 02:48:03,Laptop,12.24,34.26,0.32,46.81,21.36,0
2025-11-07 02:48:03,Mobile,32.57,122.13,0.00,154.70,6.46,1
2025-11-07 02:48:03,Laptop,49.83,139.53,0.00,189.36,5.28,0
2025-11-07 02:48:03,Laptop,12.22,34.23,0.12,46.57,21.47,0
2025-11-07 02:48:03,Laptop,10.08,28.22,0.41,38.72,25.83,0
2025-11-07 02:48:03,Laptop,6.41,17.96,0.00,24.37,41.03,0
2025-11-07 02:48:03,Laptop,11.80,33.03,0.00,44.83,22.31,0
2025-11-07 02:48:03,Laptop,10.54,29.51,0.46,40.51,24.69,0
2025-11-07 02:48:03,Laptop,8.86,24.81,0.78,34.45,29.03,0
2025-11-07 02:48:03,Mobile,32.52,121.97,0.00,154.49,6.47,0
2025-11-07 02:48:03,Laptop,38.50,107.80,0.18,146.47,6.83,0
2025-11-07 02:48:03,Laptop,12.21,34.18,0.78,47.17,21.20,0
2025-11-07 02:48:04,Laptop,7.87,22.03,0.84,30.74,32.53,0
2025-11-07 02:48:04,Laptop,7.42,20.78,0.95,29.16,34.30,0
2025-11-07 02:48:04,Laptop,12.86,36.00,0.46,49.31,20.28,0
2025-11-07 02:48:04,Laptop,12.18,34.10,0.97,47.25,21.16,0
2025-11-07 02:48:04,Mobile,32.94,123.53,0.00,156.47,6.39,1
2025-11-07 02:48:04,Laptop,48.90,136.91,0.46,186.27,5.37,0
2025-11-07 02:48:04,Laptop,14.91,41.75,0.79,57.46,17.40,0
2025-11-07 02:48:04,Laptop,11.29,31.63,0.29,43.21,23.14,0
2025-11-07 02:48:04,Laptop,8.66,24.24,0.21,33.11,30.20,0
2025-11-07 02:48:04,Laptop,7.80,21.85,0.31,29.96,33.38,0
2025-11-07 02:48:04,Laptop,10.78,30.19,0.80,41.76,23.94,0
2025-11-07 02:48:04,Laptop,10.99,30.78,0.31,42.08,23.77,0
2025-11-07 02:48:04,Laptop,12.54,35.11,0.20,47.85,20.90,0
2025-11-07 02:48:05,Mobile,32.22,120.83,0.00,153.05,6.53,0
2025-11-07 02:48:05,Laptop,37.72,105.62,0.32,143.66,6.96,0
2025-11-07 02:48:05,Laptop,12.08,33.83,0.00,45.92,21.78,0
2025-11-07 02:48:05,Laptop,9.69,27.12,0.05,36.86,27.13,0
2025-11-07 02:48:05,Laptop,8.96,25.08,0.00,34.04,29.37,0
2025-11-07 02:48:05,Laptop,12.93,36.20,0.84,49.97,20.01,0
2025-11-07 02:48:05,Laptop,10.80,30.25,0.99,42.03,23.79,0
2025-11-07 02:48:05,Laptop,9.83,27.51,0.61,37.95,26.35,0
2025-11-07 02:48:05,Mobile,21.05,78.92,0.00,99.96,10.00,0
2025-11-07 02:48:05,Laptop,38.37,107.43,0.55,146.35,6.83,0
2025-11-07 02:48:05,Laptop,8.45,23.67,0.44,32.56,30.71,0
2025-11-07 02:48:05,Laptop,7.08,19.82,1.26,28.15,35.52,0
2025-11-07 02:48:05,Laptop,10.63,29.76,0.00,40.39,24.76,0
2025-11-07 02:48:05,Laptop,14.94,41.83,0.26,57.02,17.54,0
2025-11-07 02:48:06,Laptop,5.72,16.01,0.84,22.56,44.32,0
2025-11-07 02:48:06,Mobile,28.63,107.37,0.00,136.00,7.35,0
2025-11-07 02:48:06,Laptop,41.56,116.35,0.20,158.11,6.32,0
2025-11-07 02:48:06,Laptop,7.15,20.02,0.78,27.95,35.78,0
2025-11-07 02:48:06,Laptop,13.74,38.47,0.29,52.50,19.05,0
2025-11-07 02:48:06,Laptop,9.10,25.48,1.00,35.58,28.10,0
2025-11-07 02:48:06,Laptop,6.79,19.02,1.05,26.87,37.22,0
2025-11-07 02:48:06,Laptop,11.89,33.30,0.11,45.30,22.07,0
2025-11-07 02:48:06,Mobile,22.96,86.09,0.00,109.04,9.17,0
2025-11-07 02:48:06,Laptop,33.81,94.67,0.36,128.84,7.76,0
2025-11-07 02:48:06,Laptop,9.49,26.57,0.85,36.91,27.10,0
2025-11-07 02:48:06,Laptop,10.65,29.82,0.00,40.47,24.71,0
2025-11-07 02:48:06,Laptop,12.94,36.24,0.00,49.19,20.33,0
2025-11-07 02:48:06,Laptop,10.33,28.93,0.77,40.04,24.98,0
2025-11-07 02:48:07,Laptop,12.95,36.25,0.61,49.81,20.08,0
2025-11-07 02:48:07,Mobile,25.79,96.72,0.00,122.52,8.16,0
2025-11-07 02:48:07,Laptop,43.15,120.81,0.93,164.89,6.06,0
2025-11-07 02:48:07,Laptop,12.82,35.89,0.17,48.88,20.46,0
2025-11-07 02:48:07,Laptop,10.22,28.61,0.78,39.60,25.25,0
2025-11-07 02:48:07,Laptop,8.31,23.26,0.76,32.32,30.94,0
2025-11-07 02:48:07,Laptop,6.85,19.18,0.81,26.84,37.26,0
2025-11-07 02:48:07,Laptop,13.94,39.04,0.00,52.98,18.87,0
2025-11-07 02:48:07,Mobile,24.61,92.30,0.80,117.71,8.50,0
2025-11-07 02:48:07,Laptop,37.33,104.54,0.15,142.02,7.04,0
2025-11-07 02:48:07,Laptop,9.39,26.31,0.34,36.04,27.74,0
2025-11-07 02:48:07,Laptop,8.76,24.54,0.47,33.78,29.61,0
2025-11-07 02:48:07,Laptop,10.47,29.32,0.18,39.98,25.02,0
2025-11-07 02:48:07,Laptop,11.95,33.45,0.00,45.40,22.03,0
2025-11-07 02:48:07,Laptop,7.94,22.23,0.20,30.37,32.93,0
2025-11-07 02:48:08,Laptop,8.99,25.18,0.00,34.18,29.26,0
2025-11-07 02:48:08,Mobile,32.17,120.64,0.00,152.82,6.54,0
2025-11-07 02:48:08,Laptop,41.51,116.23,0.35,158.09,6.33,0
2025-11-07 02:48:08,Laptop,7.06,19.76,0.77,27.59,36.25,0
2025-11-07 02:48:08,Laptop,9.54,26.72,0.69,36.95,27.06,0
2025-11-07 02:48:08,Laptop,9.23,25.84,1.15,36.22,27.61,0
2025-11-07 02:48:08,Laptop,11.20,31.35,0.02,42.56,23.49,0
2025-11-07 02:48:08,Laptop,8.49,23.78,0.14,32.42,30.84,0
2025-11-07 02:48:08,Laptop,6.53,18.29,0.80,25.62,39.03,0
2025-11-07 02:48:08,Laptop,7.67,21.49,0.20,29.36,34.06,0
2025-11-07 02:48:08,Laptop,9.05,25.33,0.73,35.11,28.48,0
2025-11-07 02:48:08,Mobile,33.43,125.36,0.00,158.79,6.30,0
2025-11-07 02:48:08,Laptop,42.23,118.25,0.00,160.48,6.23,0
2025-11-07 02:48:08,Laptop,10.57,29.61,0.11,40.29,24.82,0
2025-11-07 02:48:09,Laptop,7.35,20.58,1.05,28.99,34.50,0
2025-11-07 02:48:09,Laptop,10.58,29.62,0.34,40.53,24.67,0
2025-11-07 02:48:09,Laptop,9.76,27.32,0.38,37.46,26.70,0
2025-11-07 02:48:09,Laptop,6.19,17.33,0.39,23.91,41.83,0
2025-11-07 02:48:09,Laptop,6.59,18.45,0.40,25.44,39.31,0
2025-11-07 02:48:09,Laptop,5.19,14.53,0.80,20.52,48.73,0
2025-11-07 02:48:09,Laptop,5.65,15.81,0.49,21.95,45.56,0
2025-11-07 02:48:09,Laptop,6.26,17.54,0.00,23.80,42.02,0
2025-11-07 02:48:09,Mobile,27.75,104.05,0.00,131.79,7.59,0
2025-11-07 02:48:09,Laptop,28.47,79.73,0.89,109.09,9.17,0
2025-11-07 02:48:09,Laptop,5.61,15.72,0.70,22.03,45.40,0
2025-11-07 02:48:09,Laptop,8.55,23.95,1.11,33.61,29.75,0
2025-11-07 02:48:09,Laptop,10.12,28.33,0.64,39.08,25.59,0
2025-11-07 02:48:09,Laptop,10.64,29.78,0.23,40.65,24.60,0
2025-11-07 02:48:09,Laptop,5.86,16.42,0.79,23.07,43.34,0
2025-11-07 02:48:09,Laptop,8.18,22.91,0.35,31.44,31.81,0
2025-11-07 02:48:09,Laptop,9.46,26.50,0.40,36.35,27.51,0
2025-11-07 02:48:10,Laptop,7.70,21.56,0.56,29.82,33.54,0
2025-11-07 02:48:10,Laptop,9.06,25.37,0.37,34.79,28.74,0
2025-11-07 02:48:10,Laptop,8.02,22.47,0.94,31.43,31.82,0
2025-11-07 02:48:10,Laptop,7.53,21.09,0.00,28.62,34.95,0
2025-11-07 02:48:10,Laptop,11.84,33.16,0.00,45.01,22.22,0
2025-11-07 02:48:10,Laptop,7.86,22.01,0.39,30.26,33.04,0
2025-11-07 02:48:10,Laptop,9.81,27.46,0.07,37.33,26.78,0
2025-11-07 02:48:10,Laptop,6.79,19.02,0.38,26.19,38.18,0
2025-11-07 02:48:10,Laptop,9.76,27.33,0.36,37.46,26.70,0
2025-11-07 02:48:10,Laptop,4.84,13.56,1.02,19.42,51.49,0
2025-11-07 02:48:10,Laptop,3.82,10.68,0.82,15.32,65.28,0
2025-11-07 02:48:10,Laptop,7.42,20.77,0.57,28.76,34.77,0
2025-11-07 02:48:10,Mobile,33.00,123.76,0.00,156.76,6.38,0
2025-11-07 02:48:10,Laptop,36.11,101.11,0.84,138.06,7.24,0
2025-11-07 02:48:10,Laptop,10.13,28.37,0.00,38.50,25.98,0
2025-11-07 02:48:10,Laptop,7.77,21.75,0.46,29.98,33.36,0
2025-11-07 02:48:11,Laptop,6.47,18.12,0.84,25.43,39.33,0
2025-11-07 02:48:11,Laptop,11.01,30.84,0.00,41.85,23.90,0
2025-11-07 02:48:11,Laptop,12.40,34.72,1.14,48.26,20.72,0
2025-11-07 02:48:11,Laptop,9.43,26.42,0.47,36.32,27.53,0
2025-11-07 02:48:11,Laptop,9.13,25.57,0.98,35.68,28.02,0
2025-11-07 02:48:11,Laptop,9.70,27.16,0.27,37.14,26.93,0
2025-11-07 02:48:11,Laptop,10.95,30.65,0.10,41.69,23.98,0
2025-11-07 02:48:11,Laptop,10.81,30.28,0.21,41.29,24.22,0
2025-11-07 02:48:11,Laptop,9.84,27.55,0.37,37.76,26.48,0
2025-11-07 02:48:11,Laptop,9.46,26.50,0.21,36.17,27.65,0
2025-11-07 02:48:11,Laptop,4.55,12.74,0.73,18.02,55.49,0
2025-11-07 02:48:11,Mobile,31.82,119.32,0.00,151.14,6.62,0
2025-11-07 02:48:11,Laptop,41.59,116.46,0.00,158.05,6.33,0
2025-11-07 02:48:11,Laptop,6.67,18.67,0.53,25.87,38.65,0
2025-11-07 02:48:11,Laptop,9.15,25.63,0.71,35.48,28.18,0
2025-11-07 02:48:12,Laptop,10.41,29.16,0.00,39.58,25.27,0
2025-11-07 02:48:12,Laptop,9.10,25.48,0.26,34.84,28.71,0
2025-11-07 02:48:12,Laptop,8.38,23.46,0.12,31.96,31.29,0
2025-11-07 02:48:12,Laptop,9.39,26.29,0.43,36.11,27.69,0
2025-11-07 02:48:12,Laptop,13.77,38.55,0.21,52.54,19.03,0
2025-11-07 02:48:12,Laptop,10.09,28.26,0.00,38.35,26.08,0
2025-11-07 02:48:12,Laptop,10.53,29.49,0.00,40.02,24.99,0
2025-11-07 02:48:12,Laptop,11.05,30.95,0.33,42.33,23.62,0
2025-11-07 02:48:12,Laptop,8.77,24.56,0.37,33.70,29.67,0
2025-11-07 02:48:12,Laptop,4.15,11.62,0.00,15.77,63.41,0
2025-11-07 02:48:12,Laptop,8.73,24.46,0.00,33.19,30.13,0
2025-11-07 02:48:12,Mobile,25.16,94.35,0.00,119.51,8.37,0
2025-11-07 02:48:12,Laptop,41.08,115.02,0.27,156.38,6.39,0
2025-11-07 02:48:12,Laptop,10.61,29.70,0.00,40.31,24.81,0
2025-11-07 02:48:12,Laptop,7.64,21.39,0.56,29.59,33.80,0
2025-11-07 02:48:12,Laptop,7.17,20.06,0.04,27.27,36.67,0
2025-11-07 02:48:13,Laptop,7.60,21.28,1.16,30.03,33.30,0
2025-11-07 02:48:13,Laptop,8.76,24.52,0.16,33.43,29.91,0
2025-11-07 02:48:13,Laptop,4.13,11.57,0.78,16.48,60.66,0
2025-11-07 02:48:13,Laptop,9.77,27.36,0.44,37.56,26.62,0
2025-11-07 02:48:13,Laptop,8.84,24.75,0.20,33.79,29.59,0
2025-11-07 02:48:13,Laptop,5.57,15.60,0.00,21.17,47.24,0
2025-11-07 02:48:13,Laptop,6.98,19.54,0.35,26.87,37.22,0
2025-11-07 02:48:13,Laptop,14.11,39.50,0.78,54.39,18.39,0
2025-11-07 02:48:13,Laptop,7.23,20.24,0.00,27.47,36.41,0
2025-11-07 02:48:13,Laptop,10.16,28.44,0.00,38.60,25.91,0
2025-11-07 02:48:13,Laptop,6.09,17.05,0.35,23.49,42.57,0
2025-11-07 02:48:13,Mobile,34.91,130.91,0.42,166.24,6.02,0
2025-11-07 02:48:13,Laptop,52.43,146.80,0.42,199.65,5.01,0
2025-11-07 02:48:13,Laptop,2.39,6.70,0.79,9.89,101.10,0
2025-11-07 02:48:13,Laptop,7.80,21.83,0.64,30.26,33.04,0
2025-11-07 02:48:13,Laptop,12.05,33.75,0.18,45.98,21.75,0
2025-11-07 02:48:14,Laptop,11.60,32.48,0.87,44.94,22.25,0
2025-11-07 02:48:14,Laptop,8.49,23.77,0.00,32.26,31.00,0
2025-11-07 02:48:14,Laptop,9.48,26.54,0.41,36.44,27.44,0
2025-11-07 02:48:14,Mobile,29.12,109.22,0.00,138.34,7.23,0
2025-11-07 02:48:14,Laptop,46.43,129.99,0.45,176.87,5.65,0
2025-11-07 02:48:14,Laptop,11.09,31.06,0.00,42.15,23.73,0
2025-11-07 02:48:14,Laptop,11.83,33.13,0.14,45.11,22.17,0
2025-11-07 02:48:14,Laptop,9.05,25.34,0.00,34.39,29.08,0
2025-11-07 02:48:14,Laptop,9.66,27.05,0.26,36.97,27.05,0
2025-11-07 02:48:14,Laptop,6.95,19.46,0.94,27.35,36.56,0
2025-11-07 02:48:14,Laptop,10.61,29.70,0.00,40.30,24.81,0
2025-11-07 02:48:14,Mobile,25.88,97.06,0.04,122.98,8.13,0
2025-11-07 02:48:14,Laptop,35.08,98.22,0.00,133.30,7.50,0
2025-11-07 02:48:14,Laptop,8.49,23.78,0.05,32.32,30.94,0
2025-11-07 02:48:15,Laptop,9.67,27.09,0.58,37.34,26.78,0
2025-11-07 02:48:15,Laptop,9.21,25.78,0.57,35.56,28.12,0
2025-11-07 02:48:15,Laptop,7.23,20.25,0.76,28.25,35.40,0
2025-11-07 02:48:15,Laptop,25.12,70.33,0.39,95.84,10.43,0
2025-11-07 02:48:15,Mobile,28.36,106.35,0.05,134.76,7.42,0
2025-11-07 02:48:15,Laptop,35.49,99.38,0.42,135.29,7.39,0
2025-11-07 02:48:15,Laptop,6.40,17.92,0.29,24.61,40.64,0
2025-11-07 02:48:15,Laptop,9.52,26.65,0.37,36.54,27.37,0
2025-11-07 02:48:15,Laptop,10.67,29.86,0.31,40.84,24.49,0
2025-11-07 02:48:15,Laptop,11.90,33.31,0.00,45.21,22.12,0
2025-11-07 02:48:15,Laptop,11.49,32.18,0.00,43.68,22.90,0
2025-11-07 02:48:15,Laptop,10.56,29.56,0.53,40.65,24.60,0
2025-11-07 02:48:15,Mobile,24.80,92.99,0.00,117.79,8.49,0
2025-11-07 02:48:15,Laptop,35.29,98.82,0.30,134.41,7.44,0
2025-11-07 02:48:16,Laptop,11.35,31.77,0.83,43.95,22.75,0
2025-11-07 02:48:16,Laptop,11.02,30.85,0.63,42.50,23.53,0
2025-11-07 02:48:16,Laptop,12.51,35.04,0.49,48.04,20.82,1
2025-11-07 02:48:16,Laptop,8.16,22.86,0.00,31.02,32.23,0
2025-11-07 02:48:16,Laptop,10.18,28.50,0.37,39.05,25.61,0
2025-11-07 02:48:16,Mobile,37.48,140.57,0.00,178.05,5.62,1
2025-11-07 02:48:16,Laptop,57.06,159.78,0.00,216.84,4.61,0
2025-11-07 02:48:16,Laptop,9.08,25.41,0.21,34.70,28.82,0
2025-11-07 02:48:16,Laptop,8.86,24.81,0.23,33.90,29.50,0
2025-11-07 02:48:16,Laptop,9.37,26.23,0.10,35.70,28.01,0
2025-11-07 02:48:16,Laptop,6.34,17.75,0.81,24.90,40.17,0
2025-11-07 02:48:16,Laptop,8.92,24.99,0.00,33.91,29.49,0
2025-11-07 02:48:16,Laptop,9.41,26.36,0.10,35.87,27.87,0
2025-11-07 02:48:16,Laptop,12.09,33.84,0.79,46.72,21.40,0
2025-11-07 02:48:17,Mobile,30.04,112.65,0.00,142.69,7.01,1
2025-11-07 02:48:17,Laptop,41.60,116.47,0.30,158.38,6.31,0
2025-11-07 02:48:17,Laptop,8.83,24.73,1.07,34.63,28.87,0
2025-11-07 02:48:17,Laptop,8.18,22.91,0.72,31.82,31.43,0
2025-11-07 02:48:17,Laptop,8.13,22.77,0.31,31.22,32.03,0
2025-11-07 02:48:17,Laptop,7.40,20.73,1.20,29.33,34.09,0
2025-11-07 02:48:17,Laptop,19.11,53.51,0.87,73.48,13.61,0
2025-11-07 02:48:17,Mobile,26.95,101.05,0.00,128.00,7.81,0
2025-11-07 02:48:17,Laptop,37.22,104.22,0.47,141.92,7.05,0
2025-11-07 02:48:17,Laptop,6.86,19.20,0.77,26.83,37.27,0
2025-11-07 02:48:17,Laptop,8.04,22.52,0.55,31.11,32.15,0
2025-11-07 02:48:17,Laptop,10.33,28.91,0.76,40.00,25.00,0
2025-11-07 02:48:17,Laptop,6.45,18.07,0.73,25.25,39.61,0
2025-11-07 02:48:17,Laptop,10.95,30.65,0.37,41.97,23.83,0
2025-11-07 02:48:18,Mobile,22.78,85.41,0.00,108.19,9.24,0
2025-11-07 02:48:18,Laptop,39.19,109.72,0.45,149.36,6.70,0
2025-11-07 02:48:18,Laptop,9.93,27.79,0.28,38.00,26.32,0
2025-11-07 02:48:18,Laptop,12.50,34.99,0.33,47.81,20.92,0
2025-11-07 02:48:18,Laptop,8.51,23.83,0.79,33.13,30.18,0
2025-11-07 02:48:18,Laptop,8.77,24.55,0.69,34.01,29.41,0
2025-11-07 02:48:18,Laptop,11.78,32.99,0.00,44.77,22.34,0
2025-11-07 02:48:18,Laptop,8.90,24.91,0.00,33.81,29.58,0
2025-11-07 02:48:18,Mobile,28.38,106.44,0.00,134.83,7.42,0
2025-11-07 02:48:18,Laptop,38.90,108.91,0.81,148.62,6.73,0
2025-11-07 02:48:18,Laptop,10.58,29.64,0.79,41.01,24.38,0
2025-11-07 02:48:18,Laptop,8.85,24.77,0.88,34.49,28.99,0
2025-11-07 02:48:18,Laptop,11.03,30.89,0.58,42.50,23.53,0
2025-11-07 02:48:18,Laptop,11.22,31.41,0.12,42.74,23.40,0
2025-11-07 02:48:19,Laptop,12.20,34.17,0.81,47.18,21.20,0
2025-11-07 02:48:19,Mobile,35.95,134.80,0.00,170.75,5.86,0
2025-11-07 02:48:19,Laptop,43.28,121.18,0.34,164.81,6.07,0
2025-11-07 02:48:19,Laptop,8.48,23.74,0.15,32.37,30.89,0
2025-11-07 02:48:19,Laptop,10.34,28.95,0.00,39.28,25.46,0
2025-11-07 02:48:19,Laptop,8.87,24.83,0.71,34.42,29.06,0
2025-11-07 02:48:19,Laptop,9.65,27.01,0.00,36.66,27.28,0
2025-11-07 02:48:19,Laptop,8.90,24.91,0.39,34.20,29.24,0
2025-11-07 02:48:19,Laptop,10.81,30.27,0.33,41.41,24.15,0
2025-11-07 02:48:19,Laptop,10.35,28.98,0.65,39.99,25.01,0
2025-11-07 02:48:19,Laptop,9.78,27.40,0.26,37.44,26.71,0
2025-11-07 02:48:19,Laptop,14.24,39.87,0.00,54.11,18.48,0
2025-11-07 02:48:19,Laptop,10.14,28.40,0.55,39.09,25.58,0
2025-11-07 02:48:19,Laptop,9.00,25.19,0.80,34.99,28.58,0
2025-11-07 02:48:20,Laptop,13.65,38.23,0.80,52.68,18.98,0
2025-11-07 02:48:20,Laptop,7.63,21.36,1.02,30.01,33.33,0
2025-11-07 02:48:20,Laptop,9.06,25.37,0.82,35.25,28.37,0
2025-11-07 02:48:20,Laptop,12.92,36.18,0.55,49.65,20.14,0
2025-11-07 02:48:20,Laptop,10.77,30.16,0.53,41.47,24.12,0
2025-11-07 02:48:20,Laptop,14.76,41.33,0.76,56.85,17.59,0
2025-11-07 02:48:20,Laptop,8.75,24.50,0.00,33.25,30.08,0
2025-11-07 02:48:20,Laptop,6.45,18.06,0.74,25.26,39.59,0
2025-11-07 02:48:20,Laptop,10.50,29.39,0.04,39.93,25.05,0
2025-11-07 02:48:20,Laptop,8.11,22.70,0.40,31.21,32.04,0
2025-11-07 02:48:20,Laptop,7.18,20.09,0.50,27.76,36.02,0
2025-11-07 02:48:20,Laptop,9.19,25.72,0.51,35.42,28.23,0
2025-11-07 02:48:20,Mobile,33.18,124.43,0.00,157.61,6.34,0
2025-11-07 02:48:20,Laptop,41.52,116.26,0.54,158.32,6.32,0
2025-11-07 02:48:20,Laptop,9.19,25.73,0.48,35.41,28.24,0
2025-11-07 02:48:21,Laptop,6.88,19.27,0.94,27.08,36.92,0
2025-11-07 02:48:21,Laptop,10.80,30.23,1.01,42.04,23.78,0
2025-11-07 02:48:21,Laptop,5.36,15.00,1.24,21.60,46.31,0
2025-11-07 02:48:21,Laptop,9.93,27.82,0.00,37.75,26.49,0
2025-11-07 02:48:21,Laptop,8.57,23.99,0.34,32.90,30.40,0
2025-11-07 02:48:21,Laptop,8.83,24.73,0.43,34.00,29.42,0
2025-11-07 02:48:21,Laptop,10.28,28.80,0.80,39.88,25.07,0
2025-11-07 02:48:21,Laptop,11.84,33.14,0.06,45.03,22.21,0
2025-11-07 02:48:21,Laptop,12.51,35.03,0.37,47.91,20.87,0
2025-11-07 02:48:21,Laptop,8.55,23.93,0.19,32.67,30.61,0
2025-11-07 02:48:21,Laptop,18.09,50.65,0.00,68.74,14.55,0
2025-11-07 02:48:21,Mobile,28.13,105.48,0.00,133.60,7.48,0
2025-11-07 02:48:21,Laptop,37.30,104.44,0.38,142.12,7.04,0
2025-11-07 02:48:21,Laptop,10.87,30.45,0.19,41.51,24.09,0
2025-11-07 02:48:21,Laptop,12.66,35.44,0.00,48.09,20.79,0
2025-11-07 02:48:21,Laptop,10.72,30.01,0.46,41.18,24.28,0
2025-11-07 02:48:22,Laptop,7.80,21.84,0.64,30.28,33.03,0
2025-11-07 02:48:22,Laptop,9.59,26.86,0.36,36.82,27.16,0
2025-11-07 02:48:22,Laptop,9.51,26.63,0.41,36.55,27.36,0
2025-11-07 02:48:22,Laptop,8.72,24.41,0.39,33.51,29.84,0
